000419,TONGCHENG,1996-08-16,"543,582,655","543,361,733",F Wholesale & Retail,N,-,-,-
000420,JLCF,1996-08-02,"2,458,868,343","2,458,010,643",C Manufacturing,N,-,-,-
000421,NJ PUBLIC UTILITIES,1996-08-06,"578,006,934","574,327,734",D Utilities,N,-,-,-
000422,HBYH,1996-08-15,"1,057,866,712","1,007,312,141",C Manufacturing,N,-,-,-
000423,DEEJ,1996-07-29,"643,976,824","643,975,755",C Manufacturing,N,-,-,-
000425,XCMG,1996-08-28,"11,816,166,093","8,120,092,284",C Manufacturing,N,-,-,-
000426,XINGYE SILVER&TIN,1996-08-28,"1,837,192,219","1,477,941,112",B Mining,N,-,-,-
000428,HUATIAN HOTEL,1996-08-08,"1,018,926,000","1,018,888,500",H Hotels & Catering,N,-,-,-
000429,GPED,1998-02-20,"1,742,056,126","1,303,329,906",G Transportation,N,-,-,-
000430,ZTDC,1996-08-29,"404,817,686","331,738,800",N Environmental Protection,N,-,-,-
000488,SCPH,2000-11-20,"1,722,122,684","1,682,834,872",C Manufacturing,N,-,-,-
000498,SHANDONGROAD&BRIDGE,1997-06-09,"1,560,996,043","1,457,901,798",E Construction,N,-,-,-
000501,WUSHANG GROUP,1992-11-20,"768,992,731","767,999,494",F Wholesale & Retail,N,-,-,-
000503,CHINA REFORM HEALTH,1992-11-30,"984,176,136","898,822,204",I IT,N,-,-,-
000504,CMI,1992-12-08,"330,023,098","310,668,701",M Research & Development,N,-,-,-
000505,JLKG,1992-12-21,"661,975,251","632,380,336",C Manufacturing,N,-,-,-
000506,ZRC,1993-03-12,"929,017,761","928,670,961",B Mining,N,-,-,-
000507,ZPH,1993-03-26,"919,734,895","902,337,753",G Transportation,N,-,-,-
000509,TONY&HASU,1993-05-07,"1,073,128,052","1,073,124,808",C Manufacturing,N,-,-,-
000510,XINJINLU,1993-05-07,"609,182,254","567,412,232",C Manufacturing,N,-,-,-
000513,LIVZON GROUP,1993-10-28,"616,981,933","597,136,500",C Manufacturing,N,-,-,-
000514,YUKAIFA,1993-07-12,"843,770,965","843,770,965",K Real Estate,N,-,-,-
000516,IMIC,1993-08-09,"2,260,809,518","2,213,222,251",Q Public Health,N,-,-,-
000517,,1993-08-06,"3,183,922,485","2,491,986,416",K Real Estate,N,-,-,-
000518,JSSH,1993-09-08,"1,029,556,222","1,029,556,222",C Manufacturing,N,-,-,-
000519,NORINCO RED ARROW,1993-10-08,"1,392,558,982","1,392,558,982",C Manufacturing,N,-,-,-
000520,FHHY,1993-10-25,"1,012,083,455","1,012,079,705",G Transportation,N,-,-,-
000521,CHML,1993-10-18,"881,733,881","875,312,459",C Manufacturing,N,-,-,-
000523,GHMC,1993-11-08,"1,835,468,461","1,571,769,727",C Manufacturing,N,-,-,-
000524,LN HOLDINGS,1993-11-18,"670,208,597","670,058,456",L Business Support,N,-,-,-
000525,REDSUN,1993-10-28,"580,772,873","580,617,168",C Manufacturing,N,-,-,-
000526,XUEDA,1993-11-01,"122,124,709","117,761,809",P Education,N,-,-,-
000528,LIUGONG,1993-11-18,"1,951,219,709","1,412,916,909",C Manufacturing,N,-,-,-
000529,,1993-11-18,"583,790,330","569,884,377",C Manufacturing,N,-,-,-
000530,BINGSHAN,1993-12-08,"601,712,507","600,041,013",C Manufacturing,N,-,-,-
000531,HENGYUN GROUP,1994-01-06,"1,041,401,332","822,099,384",D Utilities,N,-,-,-
000532,HUAJIN CAPITAL,1994-01-03,"344,708,340","343,549,746",S Conglomerates,N,-,-,-
000533,SHUNNA,1994-01-03,"690,816,000","684,902,400",C Manufacturing,N,-,-,-
000534,WEDGE CORPORATION,1994-01-10,"510,637,396","495,315,871",C Manufacturing,N,-,-,-
000536,CPT TECH GROUP,1993-11-26,"2,766,032,803","2,763,082,516",C Manufacturing,N,-,-,-
000537,ZLD,1993-12-10,"1,862,520,720","1,862,515,320",D Utilities,N,-,-,-
000538,YUNNAN BAIYAO,1993-12-15,"1,796,862,549","1,785,176,191",C Manufacturing,N,-,-,-
000539,GED,1993-11-26,"4,451,875,986","2,553,896,649",D Utilities,N,-,-,-
000541,FSL,1993-11-23,"1,245,104,992","1,056,490,646",C Manufacturing,N,-,-,-
000543,"WENERGY CO.,LTD",1993-12-20,"2,266,863,331","2,266,863,331",D Utilities,N,-,-,-
000544,ZHONGYUAN EN-PROT,1993-12-08,"974,684,488","974,684,488",D Utilities,N,-,-,-
000545,JPTY,1993-12-15,"986,833,096","985,403,096",C Manufacturing,N,-,-,-
000546,JYC,1993-12-15,"778,781,962","711,519,152",C Manufacturing,N,-,-,-
000547,ADDSINO,1993-11-30,"1,598,468,269","1,588,350,696",C Manufacturing,N,-,-,-
000548,HIG,1993-12-20,"499,215,811","499,188,811",G Transportation,N,-,-,-
000550,JMC,1993-12-01,"519,214,000","518,463,160",C Manufacturing,N,-,-,-
000551,CTS,1994-01-06,"403,984,805","401,335,656",C Manufacturing,N,-,-,-
000552,GANSU EC,1994-01-06,"5,351,794,496","2,985,029,203",B Mining,N,-,-,-
000553,ADAMA A,1993-12-03,"2,177,071,961","2,177,067,461",C Manufacturing,N,-,-,-
000554,TSPC,1993-12-15,"480,793,318","362,653,197",F Wholesale & Retail,N,-,-,-
000555,TECHO TELECOM,1994-04-08,"975,774,437","972,289,787",I IT,N,-,-,-
000557,WESTERN VENTURE,1994-06-17,"1,458,374,735","1,457,916,198",G Transportation,N,-,-,-
000558,LANDER,1994-05-09,"1,289,223,949","1,288,684,608",K Real Estate,N,-,-,-
000559,WXQC,1994-01-10,"3,303,791,344","3,303,778,789",C Manufacturing,N,-,-,-
000560,5I5J,1994-02-02,"2,355,500,851","2,255,272,144",K Real Estate,N,-,-,-
000561,FHEC,1994-05-09,"604,272,777","602,034,318",C Manufacturing,N,-,-,-
000563,SITI,1994-01-10,"5,113,970,358","5,113,970,358",J Finance,N,-,-,-
000564,CCOOP GROUP,1994-01-10,"19,163,777,335","15,181,701,080",F Wholesale & Retail,N,-,-,-
000565,CHQSXP,1994-04-08,"433,592,220","433,592,220",C Manufacturing,N,-,-,-
000566,HAINAN HAIYAO,1994-05-25,"1,297,365,126","1,165,909,733",C Manufacturing,N,-,-,-
000567,HDI,1994-05-25,"1,347,994,590","1,344,779,694",J Finance,N,-,-,-
000568,LUZHOU LAO JIAO,1994-05-09,"1,471,987,769","1,467,140,830",C Manufacturing,N,-,-,-
000570,CHANGCHAI,1994-07-01,"555,692,507","498,874,326",C Manufacturing,N,-,-,-
000571,SUNDIRO HOLDING,1994-05-25,"833,679,000","814,041,500",B Mining,N,-,-,-
000572,HAIMA AUTOMOBILE,1994-08-08,"1,644,636,426","1,642,155,224",C Manufacturing,N,-,-,-
000573,WINNERWAY,1994-08-15,"638,280,604","632,964,819",K Real Estate,N,-,-,-
000576,GHSI,1994-09-07,"438,149,272","423,501,390",C Manufacturing,N,-,-,-
000581,WEIFU HIGH-TECH,1998-09-24,"829,782,793","823,875,313",C Manufacturing,N,-,-,-
000582,BBWPORT,1995-11-02,"1,771,937,534","1,411,454,553",G Transportation,N,-,-,-
000584,HGZN,1995-11-28,"760,937,577","758,833,819",C Manufacturing,N,-,-,-
000586,HYC,1995-12-20,"193,440,000","191,190,000",C Manufacturing,N,-,-,-
000589,GZT,1996-03-08,"1,448,413,762","1,422,759,622",C Manufacturing,N,-,-,-
000590,TUS-PHARMA,1996-01-19,"239,471,267","239,376,227",C Manufacturing,N,-,-,-
000591,TYN,1996-02-08,"3,912,116,113","3,597,228,440",D Utilities,N,-,-,-
000592,PINGTAN DEVELOPMENT,1996-03-27,"1,931,780,892","1,913,936,915",C Manufacturing,N,-,-,-
000593,DELONG CO-ENERGY,1996-03-12,"358,631,009","358,447,369",D Utilities,N,-,-,-
000595,BAOTA INDUSTRY,1996-04-19,"1,138,656,366","1,138,062,793",C Manufacturing,N,-,-,-
000596,GUJING DISTILLERY,1996-09-27,"408,600,000","408,600,000",C Manufacturing,N,-,-,-
000597,NEP.,1996-05-23,"1,429,103,265","1,373,584,589",C Manufacturing,N,-,-,-
000598,XREC,1996-05-29,"2,984,996,321","2,968,576,321",D Utilities,N,-,-,-
000599,DOUBLESTAR,1996-04-30,"816,758,987","816,745,112",C Manufacturing,N,-,-,-
000600,JEI,1996-06-06,"1,809,299,376","1,090,050,876",D Utilities,N,-,-,-
000601,SHAONENG,1996-08-30,"1,080,551,669","1,079,885,728",D Utilities,N,-,-,-
000603,SDR,1996-08-23,"689,969,346","632,489,859",B Mining,N,-,-,-
000605,BHWI,1996-09-13,"352,658,600","337,643,688",D Utilities,N,-,-,-
000607,HUAMEI HOLDING,1996-08-30,"1,017,698,410","884,879,394",L Business Support,N,-,-,-
000608,YANGGUANG,1996-09-19,"749,913,309","744,759,609",K Real Estate,N,-,-,-
000609,ZODI INVESTMENT,1996-10-10,"299,265,522","292,089,522",S Conglomerates,N,-,-,-
000610,XATC,1996-09-26,"236,747,901","235,483,894",L Business Support,N,-,-,-
000612,JZWF AL,1996-09-26,"1,192,199,394","1,191,420,144",C Manufacturing,N,-,-,-
000615,AOYUAN BEAUTY VALLEY,1996-10-16,"762,979,719","762,500,287",Q Public Health,N,-,-,-
000617,CNPCCCL,1996-10-22,"12,642,079,079","12,642,079,079",J Finance,N,-,-,-
000619,CONCH NEW MATERIAL,1996-10-23,"441,168,831","360,000,000",C Manufacturing,N,-,-,-
000620,MACROLINK,1996-10-29,"5,871,815,040","4,145,048,815",K Real Estate,N,-,-,-
000622,HLSY,1996-11-07,"425,226,000","425,226,000",F Wholesale & Retail,N,-,-,-
000623,JLAD,1996-10-28,"1,241,069,418","1,236,755,874",C Manufacturing,N,-,-,-
000625,CHANGAN AUTOMOBILE,1997-06-10,"8,275,674,256","8,212,492,931",C Manufacturing,N,-,-,-
000626,GRAND HOLDING,1996-11-28,"508,940,464","502,023,035",F Wholesale & Retail,N,-,-,-
000627,BIOCAUSE PHARMA,1996-11-12,"4,940,629,165","4,552,504,165",J Finance,N,-,-,-
000628,HI-TECH DEVELOPMENT,1996-11-18,"352,280,000","192,074,040",E Construction,N,-,-,-
000629,PGVT,1996-11-15,"9,295,033,245","9,195,473,670",C Manufacturing,N,-,-,-
000630,TLYS,1996-11-20,"12,667,009,987","10,526,464,166",C Manufacturing,N,-,-,-
000631,SFHY,1996-11-22,"2,395,279,084","2,395,279,084",K Real Estate,N,-,-,-
000632,SANMU GROUP,1996-11-21,"465,519,570","465,481,606",F Wholesale & Retail,N,-,-,-
000633,HJINV,1996-11-12,"385,106,373","385,103,523",C Manufacturing,N,-,-,-
000635,YLT,1996-11-20,"303,915,506","303,083,777",C Manufacturing,N,-,-,-
000636,FENGHUA,1996-11-29,"1,157,013,211","1,157,011,017",C Manufacturing,N,-,-,-
000637,MPCSH,1996-11-14,"519,875,356","368,014,255",C Manufacturing,N,-,-,-
000638,VANFUND,1996-11-26,"311,386,551","310,145,601",I IT,N,-,-,-
000639,XIWANG,1996-11-26,"1,079,428,095","1,079,426,772",C Manufacturing,N,-,-,-
000650,,1996-12-10,"1,399,938,234","1,331,385,834",C Manufacturing,N,-,-,-
000651,GREE,1996-11-18,"5,631,405,741","5,583,141,370",C Manufacturing,N,-,-,-
000652,TEDA,1996-11-28,"1,475,573,852","1,474,451,359",F Wholesale & Retail,N,-,-,-
000655,JINLING MINING,1996-11-28,"595,340,230","595,340,230",B Mining,N,-,-,-
000656,JINKE CO. LTD,1996-11-28,"5,339,715,816","5,311,745,936",K Real Estate,N,-,-,-
000657,CHINA  TUNGSTEN  HIG,1996-12-05,"1,397,378,114","1,239,786,257",C Manufacturing,N,-,-,-
000659,ZHUHAI ZHONGFU,1996-12-03,"1,285,702,520","1,285,702,520",C Manufacturing,N,-,-,-
000661,CCHN,1996-12-18,"404,544,190","401,940,440",C Manufacturing,N,-,-,-
000663,YONGAN FORESTRY,1996-12-06,"336,683,929","306,299,196",C Manufacturing,N,-,-,-
000665,HBBTN,1996-12-10,"1,134,394,562","1,134,355,397",I IT,N,-,-,-
000668,RONG FENG HOLDING,1996-12-10,"146,841,890","146,841,890",K Real Estate,N,-,-,-
000669,JHG,1996-12-10,"680,408,797","680,408,797",D Utilities,N,-,-,-
000670,INFOTM,1996-12-17,"849,287,360","722,106,712",F Wholesale & Retail,N,-,-,-
000672,TCJT,1996-12-18,"969,395,450","969,395,450",C Manufacturing,N,-,-,-
000676,GENIMOUS TECHNOLOGY,1996-12-24,"1,276,506,972","1,275,002,750",L Business Support,N,-,-,-
000677,HELON,1996-12-26,"863,977,948","863,977,948",C Manufacturing,N,-,-,-
000678,XY BEARING,1997-01-06,"459,611,797","459,611,797",C Manufacturing,N,-,-,-
000679,DFGC,1997-01-24,"356,400,000","356,400,000",F Wholesale & Retail,N,-,-,-
000680,SHANTUI,1997-01-22,"1,500,855,412","1,064,791,429",C Manufacturing,N,-,-,-
000681,VCG,1997-01-21,"700,577,436","676,023,793",I IT,N,-,-,-
000682,DONGFANG ELECTRONICS,1997-01-21,"1,340,727,007","1,340,600,019",I IT,N,-,-,-
000683,YUAN XING ENERGY,1997-01-31,"3,730,812,560","3,282,520,023",C Manufacturing,N,-,-,-
000685,ZPUG,1997-01-23,"1,475,111,351","1,253,962,161",D Utilities,N,-,-,-
000686,NORTHEAST SECURITIES,1997-02-27,"2,340,452,915","2,340,452,915",J Finance,N,-,-,-
000688,GUOCHENG MINING,1997-01-20,"1,117,698,861","1,117,694,541",B Mining,N,-,-,-
000690,BAONENGYUAN,1997-01-28,"2,175,887,862","2,174,471,375",D Utilities,N,-,-,-
000691,YATAI,1997-02-28,"323,270,000","323,270,000",C Manufacturing,N,-,-,-
000692,HUITIAN THERMALPOWER,1997-02-27,"532,832,976","532,832,976",D Utilities,N,-,-,-
000695,TJBE,1997-02-18,"222,147,539","221,720,364",C Manufacturing,N,-,-,-
000697,LAT,1997-03-25,"873,100,876","563,989,885",C Manufacturing,N,-,-,-
000698,SY CHEMICAL,1997-02-20,"819,514,395","785,709,165",C Manufacturing,N,-,-,-
000700,MPT,1997-02-28,"918,015,389","918,015,389",C Manufacturing,N,-,-,-
000701,XINDECO,1997-02-26,"687,178,106","520,301,178",F Wholesale & Retail,N,-,-,-
000702,HNZHKJ,1997-03-18,"346,624,948","266,634,576",C Manufacturing,N,-,-,-
000703,HYPC,1997-03-28,"3,666,302,286","3,647,335,611",C Manufacturing,N,-,-,-
000705,"ZHENYUAN CO.,LTD",1997-04-10,"334,123,286","281,925,751",F Wholesale & Retail,N,-,-,-
000707,SHUANGHUAN TECH,1997-04-15,"464,145,765","464,145,765",C Manufacturing,N,-,-,-
000708,CITIC STEEL,1997-03-26,"5,047,156,433","5,047,156,433",C Manufacturing,N,-,-,-
000709,HEBEI STEEL CORP.,1997-04-16,"10,337,121,092","10,335,412,398",C Manufacturing,N,-,-,-
000710,TIANXING,1997-04-22,"353,521,465","318,258,593",M Research & Development,N,-,-,-
000711,KINGLAND TECHNOLOGY,1997-04-11,"2,856,976,223","998,440,525",N Environmental Protection,N,-,-,-
000712,GOLDEN DRAGON,1997-04-15,"896,000,000","895,240,775",J Finance,N,-,-,-
000713,FENGLE SEED,1997-04-22,"614,014,980","614,014,980",A Agriculture,N,-,-,-
000715,CDSCBGCL,1997-05-08,"415,718,940","415,059,494",F Wholesale & Retail,N,-,-,-
000716,NANFANG BLACK SESAME,1997-04-18,"753,489,550","700,691,736",C Manufacturing,N,-,-,-
000717,ZNGF,1997-05-08,"2,423,845,590","2,423,560,965",C Manufacturing,N,-,-,-
000718,SUC,1997-04-08,"3,034,636,384","2,286,343,222",K Real Estate,N,-,-,-
000719,CCLM,1997-03-31,"1,023,203,749","667,147,543",R Media,N,-,-,-
000720,LN&TS,1997-05-09,"1,256,531,571","1,256,531,571",K Real Estate,N,-,-,-
000721,XAYS,1997-04-30,"573,914,308","437,501,920",H Hotels & Catering,N,-,-,-
000722,HNFZ,1997-05-22,"464,158,282","464,158,282",D Utilities,N,-,-,-
000723,MEIJIN ENERGY,1997-05-15,"4,326,235,560","4,296,337,490",C Manufacturing,N,-,-,-
000725,BOE,2001-01-12,"36,959,645,068","36,760,685,841",C Manufacturing,N,-,-,-
000726,LTTC,2000-12-25,"591,305,319","579,973,377",C Manufacturing,N,-,-,-
000727,TPV TECHNOLOGY,1997-05-20,"4,529,566,980","4,529,566,980",C Manufacturing,N,-,-,-
000728,GUOYUAN SECURITIES,1997-06-16,"4,363,777,891","4,363,777,891",J Finance,N,-,-,-
000729,YANJING BREWERY,1997-07-16,"2,818,539,341","2,509,606,667",C Manufacturing,N,-,-,-
000731,SCMF,1997-06-17,"573,737,680","573,735,355",C Manufacturing,N,-,-,-
000733,ZHENHUA,1997-07-03,"554,169,431","521,982,818",C Manufacturing,N,-,-,-
000735,HKAIT,1997-06-11,"1,151,513,578","1,150,897,517",A Agriculture,N,-,-,-
000736,CREC,1997-04-25,"695,433,689","695,433,689",K Real Estate,N,-,-,-
000737,NORTH COPPER,1997-04-28,"1,772,456,167","726,275,997",C Manufacturing,N,-,-,-
000738,AECC AEC,1997-06-26,"1,315,184,001","1,315,156,926",C Manufacturing,N,-,-,-
000739,APELOA PHARMA.,1997-05-09,"1,178,523,492","1,178,063,321",C Manufacturing,N,-,-,-
000750,SEALAND SECURITIES,1997-07-09,"6,386,174,477","5,444,525,514",J Finance,N,-,-,-
000751,HLD ZINC,1997-06-26,"1,615,630,595","1,409,869,279",C Manufacturing,N,-,-,-
000752,TIBET DEV,1997-06-25,"263,758,491","263,758,491",C Manufacturing,N,-,-,-
000753,ZZDC,1997-06-26,"991,481,071","991,481,071",F Wholesale & Retail,N,-,-,-
000755,SWGC,1997-06-27,"1,467,310,196","610,043,921",G Transportation,N,-,-,-
000756,XINHUA PHARM,1997-08-06,"487,407,635","447,951,133",C Manufacturing,N,-,-,-
000757,HAOWU,1997-06-27,"532,716,095","532,714,539",F Wholesale & Retail,N,-,-,-
000758,NFC,1997-04-16,"1,993,249,074","1,969,378,424",B Mining,N,-,-,-
000759,ZBJT,1997-05-19,"680,621,500","655,706,025",F Wholesale & Retail,N,-,-,-
000761,BSP,1998-01-15,"3,708,221,073","3,708,143,898",C Manufacturing,N,-,-,-
000762,TMD,1997-07-08,"521,174,140","520,800,618",B Mining,N,-,-,-
000766,TONGHUA GOLDEN HORSE,1997-04-30,"966,494,707","966,007,681",C Manufacturing,N,-,-,-
000767,JINKONG POWER,1997-06-09,"3,076,942,219","2,912,246,436",D Utilities,N,-,-,-
000768,AVIC XAC,1997-06-26,"2,781,740,071","2,768,645,071",C Manufacturing,N,-,-,-
000776,GF SECURITIES,1997-06-11,"5,919,291,464","5,919,291,464",J Finance,N,-,-,-
000777,SUFA,1997-07-10,"384,471,593","383,408,572",C Manufacturing,N,-,-,-
000778,XINXING PIPES,1997-06-06,"3,990,058,776","3,896,277,533",C Manufacturing,N,-,-,-
000779,SANMAO PAISHEN,1997-05-28,"468,673,234","376,210,812",M Research & Development,N,-,-,-
000782,MEIDA,1997-06-19,"686,581,509","528,135,152",C Manufacturing,N,-,-,-
000783,CJZQ,1997-07-31,"5,530,072,948","5,530,072,948",J Finance,N,-,-,-
000785,EASYHOME,1997-07-11,"6,287,288,273","5,958,836,364",L Business Support,N,-,-,-
000786,BNBMPLC,1997-06-06,"1,689,507,842","1,632,449,060",C Manufacturing,N,-,-,-
000788,PKU HEALTHCARE,1997-06-16,"595,987,425","595,987,425",C Manufacturing,N,-,-,-
000789,WANNIANQING,1997-09-23,"797,402,954","797,377,744",C Manufacturing,N,-,-,-
000790,HUASUN,1998-03-27,"628,142,564","622,761,614",C Manufacturing,N,-,-,-
000791,GEPIC,1997-10-14,"1,600,540,535","1,600,524,785",D Utilities,N,-,-,-
000792,YHGF,1997-09-04,"5,432,876,672","5,432,798,283",C Manufacturing,N,-,-,-
